Bridget Regan,36.0
Simone Simons,31.0
April Macie,27.0
DJ Ashba,30.0
Jennifer Nicole Lee,30.0
Trace Cyrus,28.0
Xenia Tchoumitcheva,27.0
Xenia Tchoumitcheva,33.0
Ashley Stern,23.0
Karissa Shannon,31.0
Sofia Cucci,27.0
Karlie Kloss,27.0
Abbey Lee,21.0
Heidi Watney,26.0
Tom Kaulitz,27.0
Justin Gaston,30.0
Alison Mosshart,30.0
Ashley Carin,31.0
Mark Redknap,30.0
Mélanie Laurent,33.0
Bristol Palin,33.0
Shelley Hennig,29.0
Gerard Piqué,28.0
Vikki Blows,25.0
Bülent Inal,41.0
Darya Astafeva,31.0
Geneviève Grad,24.0
Ryan Newman,25.0
Roger Garth,29.0
Toni Garrn,30.0
Caitriona Balfe,31.0
Dana Hamm,27.0
Georgia Moffett,25.0
Paolla Oliveira,30.0
Tom Daley,22.0
Esperanza Gómez,26.0
Rosie Jones,27.0
Justin Brescia,33.0
Georgia Jagger,26.0
Doug Reinhardt,33.0
Nereida Gallardo,30.0
Olalla Dominguez,28.0
Lindsay Ellingson,25.0
David Gandy,37.0
Filiz Ahmet,31.0
Dylan Sprayberry,25.0
Marta Krupa,29.0
Phoenix Marie,29.0
Scott Disick,31.0
Danielle Campbell,30.0
Sierra McCormick,21.0
Shawn Johnson,30.0
Skylar Astin,30.0
Brandi Love,33.0
Tori Black,28.0
Kenton Duty,19.0
Joslyn James,29.0
Faye Reagan,22.0
Trisha Paytas,31.0
Pelin Karahan,23.0
Orsi Kocsis,24.0
Georgia Jones,23.0
Stefanie Scott,23.0
Julia Alexandratou,27.0
Ariadne Díaz,29.0
Kayden Kross,30.0
Charity Hodges,25.0
Rachel Roxx,28.0
Melissa Benoist,26.0
Alicia Vikander,30.0
Jasmine Waltz,28.0
Abbey Brooks,30.0
Jacqueline MacInnes Wood,25.0
Ceyda Ates,24.0
Shane Harper,25.0
Cody Longo,28.0
Karen Gillan,26.0
Jon Kortajarena,30.0
Kevin McHale,30.0
Mandy Grace Capristo,28.0
Caity Lotz,30.0
Lexi Belle,21.0
Nicole Gale Anderson,18.0
Merve Bolugur,25.0
Erika Schaefer,26.0
David Villa,32.0
Eugenio Siller,31.0
Shayna Rose,24.0
Tolgahan Sayisman,30.0
Toby Regbo,24.0
Ruth Wilson,34.0
Scott Eastwood,30.0
Kim Matula,24.0
Patrick Schwarzenegger,28.0
Becky Rosso,20.0
Lindsey Vonn,32.0
